ahe year bachelor female age
6.1538462639 2008 1 0 27
17.3076915741 2008 0 0 31
16.8269233704 2008 0 0 26
26.3461532593 2008 1 1 33
41.3461532593 2008 1 0 30
38.4615402222 2008 1 1 30
12.0192308426 2008 0 0 25
15.3846149445 2008 1 1 26
4.3269228935 2008 0 0 33
7.2125000954 2008 1 0 28
26.373626709 2008 1 0 31
5.9171595573 2008 1 0 34
22.9166660309 2008 1 0 27
16.8269233704 2008 1 0 29
27.8846149445 2008 1 0 28
18.8034191132 2008 1 0 26
16.347114563 2008 1 0 27
31.25 2008 1 0 26
23.7019233704 2008 1 0 25
14.4230766296 2008 0 1 34
8.7912092209 2008 0 0 25
8.1730766296 2008 1 1 28
35.3754806519 2008 0 0 29
38.4615402222 2008 1 0 34
5.7692308426 2008 0 1 32
15 2008 0 1 30
6.7307691574 2008 1 1 26
27.4725265503 2008 1 1 25
22.1153850555 2008 1 1 34
11.5384616852 2008 0 1 30
19.2307701111 2008 1 0 26
13.5164833069 2008 1 0 28
32.0512809753 2008 1 1 34
20.5128211975 2008 1 1 27
24.0384616852 2008 1 1 29
12.0192308426 2008 0 0 29
35.7692298889 2008 1 1 34
20.8333339691 2008 1 0 30
6.5934066772 2008 0 0 31
62.5 2008 1 1 31
7.2115383148 2008 1 0 34
55.2884597778 2008 1 1 29
3.5256409645 2008 0 0 27
19.2307701111 2008 0 1 26
9.6153850555 2008 0 0 25
10.9890108109 2008 0 0 28
39.4230766296 2008 0 0 34
32.6932678223 2008 1 1 34
20.7489871979 2008 0 1 34
25.9403839111 2008 1 0 29
21.9230766296 2008 0 0 28
31.25 2008 1 0 32
17.3076915741 2008 0 1 30
44.2307701111 2008 1 0 33
14.4230766296 2008 0 1 33
21.1538467407 2008 1 0 34
7.2115383148 2008 0 1 32
19.2307701111 2008 0 1 28
16.8269233704 2008 0 1 28
16.8269233704 2008 0 0 31
32.6923065186 2008 1 0 30
55.2884597778 2008 1 1 32
32.6923065186 2008 1 0 25
9.6153850555 2008 0 1 33
5.9004807472 2008 0 1 27
25 2008 0 0 34
14.4230766296 2008 0 0 34
19.7802200317 2008 0 0 32
32.4786338806 2008 0 0 33
14.4230766296 2008 1 1 34
5.1282052994 2008 0 0 28
8.653845787 2008 0 0 28
30.9134616852 2008 1 1 33
24.6153850555 2008 1 0 31
16.8269233704 2008 1 1 27
9.4017095566 2008 0 0 32
12.0192308426 2008 0 0 28
11.8589744568 2008 0 1 32
10.7692308426 2008 1 1 27
14.4230766296 2008 1 0 29
13.4615383148 2008 0 0 33
8.5 2008 0 1 26
36.0576934814 2008 1 0 30
25 2008 1 0 32
19.2307701111 2008 1 0 26
28.8461532593 2008 0 0 32
20.1923084259 2008 0 0 30
8.2417583466 2008 0 0 30
16.8269233704 2008 1 1 31
20.3296699524 2008 1 0 32
5.0747861862 2008 1 1 30
10.5769233704 2008 0 0 28
24.1258735657 2008 0 0 32
19.2307701111 2008 0 0 28
17.7884616852 2008 1 1 27
5.2884616852 2008 0 0 27
6.7307691574 2008 1 1 25
13.1868133545 2008 0 1 26
11.5384616852 2008 1 0 32
15.3846149445 2008 1 1 33
16.2393169403 2008 1 0 31
5.2884616852 2008 0 0 31
43.2692298889 2008 0 0 31
17.7884616852 2008 1 1 34
38.4615402222 2008 1 0 30
25 2008 1 0 26
11.1815738678 2008 0 0 32
14.9048080444 2008 1 1 32
33.4757843018 2008 0 0 34
11.0576925278 2008 0 0 30
27.4509811401 2008 1 0 32
17.3076915741 2008 1 0 30
17.6923084259 2008 0 0 27
19.2307701111 2008 1 1 30
16.8269233704 2008 1 1 28
16.8269233704 2008 1 0 29
22.1153850555 2008 1 0 33
42.8685913086 2008 0 0 25
20.1923084259 2008 1 0 29
28.1339035034 2008 0 0 25
13.9423074722 2008 0 1 31
7.2115383148 2008 0 0 32
8.8541669846 2008 1 0 32
6.7307691574 2008 0 0 30
23.5576915741 2008 1 0 27
27.7777786255 2008 1 1 26
25.9615383148 2008 1 0 25
19.7115383148 2008 1 1 31
9.1346149445 2008 0 0 31
3.8461537361 2008 0 1 31
4.0485830307 2008 0 1 27
12.8365383148 2008 1 0 31
19.2307701111 2008 0 0 31
8.653845787 2008 0 1 25
24.5879116058 2008 1 0 34
17.3076915741 2008 0 0 34
16.4835166931 2008 0 1 26
15.3846149445 2008 0 1 29
15 2008 0 0 31
27.4725265503 2008 0 0 30
14.4230766296 2008 1 0 26
33.6538467407 2008 1 0 33
12.0192308426 2008 0 0 32
14.102563858 2008 1 1 28
11.2179489136 2008 0 0 31
11.0946741104 2008 1 1 32
10.033654213 2008 0 0 28
4.5673074722 2008 0 0 25
32.5 2008 0 0 30
23.3173084259 2008 1 0 33
8.653845787 2008 0 0 25
29.5673084259 2008 0 0 26
31.8367614746 2008 1 0 34
58.8942298889 2008 1 0 32
5.9171595573 2008 0 1 29
28.8461532593 2008 1 0 31
9.1346149445 2008 1 1 31
17.7514801025 2008 0 0 34
14.4230766296 2008 1 1 31
21.6346149445 2008 0 0 32
13.221154213 2008 0 0 33
21.6346149445 2008 0 0 29
5.4807691574 2008 1 1 34
6.25 2008 0 1 25
6.25 2008 0 0 30
13.7019233704 2008 1 0 26
19.2307701111 2008 0 0 34
12.0192308426 2008 0 0 30
7.6932692528 2008 0 0 30
6.25 2008 0 0 25
8.653845787 2008 0 1 27
10 2008 0 0 31
11.5384616852 2008 0 0 30
14.4230766296 2008 0 0 30
11.2980766296 2008 0 0 25
13.221154213 2008 0 0 32
7.2115383148 2008 0 0 27
8.653845787 2008 0 1 29
16.8269233704 2008 0 0 25
22.1153850555 2008 1 0 30
9.6153850555 2008 0 0 25
8.653845787 2008 0 0 34
21.1538467407 2008 1 0 26
15.3846149445 2008 1 1 34
23.3173084259 2008 1 0 26
14.5 2008 1 0 26
55.2373161316 2008 1 0 32
19.2307701111 2008 1 1 27
25.4807701111 2008 1 0 26
31.25 2008 1 0 33
35.5769233704 2008 1 1 31
6 2008 0 1 28
57.6923065186 2008 1 1 28
13.7362632751 2008 0 0 29
23.3173084259 2008 1 1 31
5.7692308426 2008 0 0 25
15.8653850555 2008 1 1 30
15.3846149445 2008 0 1 32
20.6730766296 2008 1 1 31
16.8269233704 2008 1 1 27
42.735042572 2008 1 1 34
19.2307701111 2008 1 1 31
9.6153850555 2008 0 1 31
11.0576925278 2008 1 1 32
34.8076934814 2008 1 0 33
4.9450550079 2008 0 1 26
9.6153850555 2008 0 0 34
15.3846149445 2008 1 1 34
43.2692298889 2008 1 0 27
23.0769233704 2008 0 0 32
12.2377624512 2008 0 0 26
19.2270412445 2008 1 1 28
11.5384616852 2008 0 0 28
9.6153850555 2008 1 1 26
15.7342653275 2008 1 0 27
13.4615383148 2008 0 1 32
19.7115383148 2008 1 1 28
19.2307701111 2008 1 1 27
14.4230766296 2008 0 0 25
19.2307701111 2008 0 0 28
19.5 2008 1 0 29
13.1818180084 2008 1 1 30
9.6153850555 2008 0 0 27
9.6153850555 2008 0 1 26
12.6373624802 2008 0 0 26
13.4615383148 2008 0 0 25
7.6923074722 2008 0 1 26
17.9487171173 2008 1 0 27
10.6060609818 2008 1 0 33
25 2008 1 0 33
20.6730766296 2008 1 1 33
31.25 2008 1 1 31
19.2307701111 2008 1 0 31
27.4038467407 2008 1 1 30
7.6923074722 2008 1 0 29
13.4615383148 2008 0 0 33
13.9423074722 2008 0 1 34
14.4230766296 2008 0 0 29
19.2307701111 2008 1 0 34
10.5769233704 2008 0 0 31
8.0128202438 2008 0 1 26
18.75 2008 1 0 30
14.4230766296 2008 1 0 29
13.9423074722 2008 0 1 27
18.6813182831 2008 1 0 25
7.6923074722 2008 0 0 28
21.6346149445 2008 1 0 33
16.5680465698 2008 0 0 29
6.0728745461 2008 1 1 27
23.5042743683 2008 1 0 30
19.2307701111 2008 1 0 27
20 2008 0 0 33
26.0416660309 2008 0 1 30
9 2008 0 1 30
13.4693880081 2008 0 0 29
12.0192308426 2008 0 1 28
19.7115383148 2008 0 0 32
16.3461532593 2008 0 1 28
17.3076915741 2008 0 0 25
13.4615383148 2008 1 0 28
9.6153850555 2008 0 0 32
17.3076915741 2008 1 0 29
15.3846149445 2008 0 1 27
25 2008 1 0 32
16.8269233704 2008 1 1 32
19.2307701111 2008 1 1 29
31.7307701111 2008 1 0 34
28.8461532593 2008 1 0 30
19.2307701111 2008 0 0 32
20.1923084259 2008 1 1 32
23.0769233704 2008 1 0 31
19.9519233704 2008 1 1 27
12.571428299 2008 0 0 29
14.2857141495 2008 0 0 26
11.299038887 2008 0 1 31
13.4615383148 2008 0 0 29
14.4230766296 2008 1 1 27
19.2307701111 2008 1 0 29
13.4615383148 2008 1 1 27
51.2820510864 2008 1 0 32
14.903845787 2008 0 0 27
28.8461532593 2008 1 1 25
38.4615402222 2008 1 0 26
12.9807691574 2008 0 1 28
15.4784240723 2008 1 1 27
12.0192308426 2008 0 1 30
17.7884616852 2008 0 1 31
4.8076925278 2008 0 1 31
10.3550300598 2008 1 1 28
15.3846149445 2008 0 0 34
12.0192308426 2008 0 0 33
15.3846149445 2008 0 1 31
30.9829063416 2008 1 1 30
21.1538467407 2008 0 0 33
13.9860143661 2008 1 0 34
9.6153850555 2008 0 0 32
13.0769233704 2008 1 0 25
15.3846149445 2008 0 1 30
19.2307701111 2008 0 0 30
14.4230766296 2008 1 1 30
32.0512809753 2008 1 0 29
20.6730766296 2008 0 0 28
16.3461532593 2008 1 1 28
16.8269233704 2008 1 0 28
11.153845787 2008 1 0 34
13.9423074722 2008 1 1 31
14.529914856 2008 0 0 29
32.6923065186 2008 1 0 30
13.4615383148 2008 1 1 25
33.760684967 2008 1 0 25
40.8653831482 2008 1 1 29
17.1428565979 2008 1 0 25
24.0384616852 2008 1 1 25
22 2008 0 0 29
17.7884616852 2008 1 0 27
17.7884616852 2008 1 1 26
21.6346149445 2008 1 1 33
16.8269233704 2008 1 1 31
22.5961532593 2008 1 1 28
21.6346149445 2008 0 0 29
38.4615402222 2008 0 0 30
5.7692308426 2008 0 0 32
6 2008 0 0 34
7.8000001907 2008 0 1 32
14.903845787 2008 1 1 29
11.5384616852 2008 0 0 30
14.3999996185 2008 0 0 30
17.3076915741 2008 0 0 28
16.2393169403 2008 0 0 29
12.8205127716 2008 1 1 25
10.096154213 2008 0 1 29
8.5 2008 1 0 33
15.1442308426 2008 0 1 25
11.0946741104 2008 1 1 34
11.9658117294 2008 1 1 25
14.903845787 2008 0 0 34
14.903845787 2008 1 1 30
7.6923074722 2008 0 0 31
19.2307701111 2008 1 1 28
13.1701631546 2008 1 0 30
14.0625 2008 1 1 27
12.0005064011 2008 0 1 25
20.2429141998 2008 0 1 31
10.9375 2008 0 1 32
18.0288467407 2008 0 0 29
24.0384616852 2008 1 1 25
16.8269233704 2008 0 0 28
7.6923074722 2008 0 0 28
11.5384616852 2008 0 1 34
11.5384616852 2008 0 0 33
22 2008 0 0 31
32.0261421204 2008 1 0 32
32.2115402222 2008 0 1 25
21.6346149445 2008 1 0 25
6.25 2008 0 1 30
8 2008 0 1 27
16.0256404877 2008 0 0 26
9.6153850555 2008 1 0 30
11.25 2008 0 1 34
38.0608978271 2008 1 0 33
6.8681316376 2008 1 1 26
14.0532541275 2008 0 0 25
52.8846168518 2008 1 0 33
18.75 2008 1 0 27
12.286324501 2008 0 1 25
23.5042743683 2008 0 0 32
17.7884616852 2008 0 0 33
7.6932692528 2008 0 0 32
43.2701911926 2008 1 1 31
18.7509613037 2008 1 1 32
11.0576925278 2008 0 0 28
10.5769233704 2008 0 1 26
16.8269233704 2008 1 1 26
23.0769233704 2008 0 0 25
14.7115383148 2008 0 0 32
19.2788467407 2008 0 0 29
36.0576934814 2008 0 1 30
11.5384616852 2008 0 1 31
28.1339035034 2008 0 0 28
16.8269233704 2008 0 1 28
8.653845787 2008 1 1 27
24.0384616852 2008 0 0 34
28.8461532593 2008 0 0 28
15.3846149445 2008 0 0 29
9 2008 0 1 28
21.0336532593 2008 1 1 28
12.0192308426 2008 0 1 28
8.2417583466 2008 0 1 32
56.7307701111 2008 1 0 29
10 2008 0 0 32
4.3269228935 2008 0 0 26
8.2417583466 2008 0 0 32
11.5394229889 2008 0 1 27
4.9450550079 2008 0 0 33
12.0192308426 2008 0 1 32
16.8269233704 2008 1 1 27
16.0096149445 2008 1 1 26
22.1153850555 2008 1 1 30
14.3692312241 2008 0 0 28
8.1730766296 2008 0 0 29
14.3356647491 2008 1 0 26
18.7728939056 2008 1 0 28
12.0192308426 2008 0 0 29
2.6923077106 2008 0 1 27
11.9230766296 2008 0 0 26
19.2307701111 2008 0 1 34
16.8269233704 2008 0 0 25
20.4423084259 2008 0 0 34
29.7008552551 2008 1 1 30
21.6346149445 2008 0 0 30
8.653845787 2008 0 1 33
15.8653850555 2008 0 0 34
21.6346149445 2008 1 1 33
16.25 2008 1 1 27
6.6391940117 2008 1 0 27
12.5 2008 0 1 33
16.8269233704 2008 0 1 31
15.3846149445 2008 0 1 29
36.0576934814 2008 1 0 31
10.5769233704 2008 1 0 31
19.2307701111 2008 1 1 28
19.2307701111 2008 1 1 28
20.1923084259 2008 0 0 28
13.4615383148 2008 1 0 28
19.2307701111 2008 0 0 27
19.2307701111 2008 1 0 29
39.2307701111 2008 1 0 26
13.770242691 2008 0 0 30
5.8291211128 2008 0 1 29
10.5769233704 2008 0 0 28
13.4615383148 2008 0 0 33
9.1346149445 2008 0 1 27
17.3076915741 2008 0 0 34
22.3076915741 2008 1 1 32
3.3653845787 2008 0 1 31
21.6346149445 2008 1 1 29
36.0576934814 2008 1 0 28
32.0512809753 2008 1 1 30
15.3846149445 2008 0 0 29
19.2307701111 2008 1 1 25
67.3076934814 2008 1 1 25
30.7692298889 2008 1 0 27
12.8205127716 2008 0 0 34
17.3076915741 2008 0 1 27
13.4615383148 2008 1 1 31
12.5 2008 0 1 27
17.3076915741 2008 0 1 27
15.3846149445 2008 1 1 28
20.6730766296 2008 1 1 26
11.2980766296 2008 0 0 34
7.6923074722 2008 0 1 25
7.6923074722 2008 0 0 25
28.8461532593 2008 0 0 31
8.653845787 2008 0 0 31
24.0384616852 2008 1 0 30
28.8461532593 2008 1 0 29
7.2115383148 2008 0 0 33
18.2692298889 2008 1 0 25
14.903845787 2008 1 1 25
23.0769233704 2008 1 1 30
21.1538467407 2008 1 0 25
16.0256404877 2008 1 1 27
33.6538467407 2008 1 0 26
22.1153850555 2008 1 1 29
26.4423084259 2008 1 0 34
37.5 2008 1 0 32
32.0512809753 2008 1 0 31
25 2008 1 1 29
11.5384616852 2008 0 1 32
19.2307701111 2008 0 0 27
26.4423084259 2008 0 0 25
19.2307701111 2008 1 0 26
24.0384616852 2008 1 0 25
23.0769233704 2008 1 0 26
10 2008 0 0 28
19.2307701111 2008 1 1 30
23.0769233704 2008 1 1 25
13.4615383148 2008 0 0 32
14.4230766296 2008 1 1 31
10.9890108109 2008 0 0 27
10 2008 0 0 26
26.4423084259 2008 1 0 34
22.6923084259 2008 1 0 29
16.8269233704 2008 1 1 25
32.6923065186 2008 1 0 28
13.4615383148 2008 0 0 30
13.4615383148 2008 1 1 31
17.1517677307 2008 0 0 32
17.3076915741 2008 1 1 26
18.2692298889 2008 1 0 33
36.2980766296 2008 1 0 34
12.5 2008 0 1 26
10.683760643 2008 0 1 26
19.2307701111 2008 1 1 33
17.7884616852 2008 1 1 27
15.3846149445 2008 0 0 32
16.8269233704 2008 1 1 32
14.4230766296 2008 0 1 33
7.2115383148 2008 1 0 26
33.6538467407 2008 1 0 31
14.4230766296 2008 0 0 33
36.0576934814 2008 1 0 27
13.9860143661 2008 0 0 33
16.8269233704 2008 0 0 34
10.5769233704 2008 0 0 25
12.5 2008 0 1 26
14.102563858 2008 1 1 32
36.5384597778 2008 1 0 34
17.3076915741 2008 1 1 34
22.2222213745 2008 1 0 25
30 2008 1 0 34
14.4230766296 2008 1 1 34
31.8825912476 2008 1 0 33
10.5769233704 2008 0 0 30
10.5769233704 2008 0 1 27
8.1196584702 2008 0 0 25
23.5042743683 2008 1 0 28
23.0769233704 2008 0 0 27
25.9615383148 2008 1 1 34
48.0769233704 2008 1 0 34
12.0192308426 2008 0 1 29
5 2008 0 1 25
27.7777786255 2008 0 0 33
12.5 2008 0 0 26
13.8942308426 2008 0 0 30
22.1153850555 2008 1 1 34
18.1730766296 2008 0 0 34
11.9230766296 2008 0 0 28
13.4615383148 2008 0 0 27
7.6923074722 2008 0 0 32
18 2008 0 0 31
11.1111106873 2008 0 0 27
11.25 2008 0 1 31
14.6634616852 2008 1 0 30
11.25 2008 1 1 27
6.9911642075 2008 0 1 25
8.4069232941 2008 0 1 30
13.1410255432 2008 1 1 34
16.3999996185 2008 1 0 33
20.2991447449 2008 1 1 31
11.2980766296 2008 0 0 25
18.2692298889 2008 1 0 29
13.9795913696 2008 1 1 30
6.95581007 2008 0 1 29
27.2435894012 2008 1 0 32
14.0913505554 2008 0 0 27
12.8205127716 2008 0 0 25
10.096154213 2008 0 1 29
12.0192308426 2008 0 0 31
9.4017095566 2008 0 0 26
8.653845787 2008 0 1 30
8.174038887 2008 0 0 33
14.4230766296 2008 0 1 31
15.3846149445 2008 0 1 34
4.6620044708 2008 1 1 29
6.25 2008 0 1 28
4.5918369293 2008 0 1 26
21.6346149445 2008 0 0 29
6.8269228935 2008 0 1 25
16.8269233704 2008 0 0 29
24.0379810333 2008 0 0 26
25.6410255432 2008 0 0 30
14.4230766296 2008 0 1 30
11.5384616852 2008 0 0 33
14.2307691574 2008 1 0 31
15.3846149445 2008 0 1 27
11.0946741104 2008 1 1 26
17.7125511169 2008 1 1 28
24.0384616852 2008 1 0 25
13.4615383148 2008 0 0 27
19.2307701111 2008 1 1 33
8.653845787 2008 0 1 27
6.6105771065 2008 1 0 31
21.6783218384 2008 1 0 30
33.6538467407 2008 1 0 29
22.5961532593 2008 1 1 32
12.5 2008 0 1 34
16.6666660309 2008 0 0 29
19.2307701111 2008 0 0 32
19.2307701111 2008 0 0 28
18.125 2008 0 1 25
19.7115383148 2008 1 1 27
16.8269233704 2008 0 0 32
12.7472524643 2008 0 1 32
31.25 2008 1 0 27
12.0192308426 2008 0 1 26
24.0384616852 2008 0 0 27
17.7884616852 2008 1 1 28
9.7302885056 2008 0 0 25
23.5576915741 2008 0 0 25
18.6390533447 2008 1 0 33
38.4615402222 2008 1 0 32
23.9316234589 2008 1 1 28
28.3216781616 2008 1 0 31
16.8278846741 2008 1 1 34
11.5384616852 2008 0 0 27
29.5726490021 2008 1 0 33
19.2307701111 2008 1 1 30
18.2692298889 2008 1 1 25
14.3288087845 2008 0 1 32
12.9807691574 2008 0 1 34
14.2307691574 2008 0 0 34
23.0769233704 2008 1 1 32
19.2307701111 2008 0 0 27
35.7142868042 2008 0 1 27
22.1153850555 2008 1 1 34
19.2307701111 2008 0 0 29
10.5769233704 2008 0 1 28
12.8205127716 2008 0 0 28
15.0641021729 2008 0 0 30
28.8461532593 2008 1 0 26
6.0096154213 2008 0 1 26
20.1923084259 2008 1 1 33
12.0192308426 2008 1 1 28
16.8269233704 2008 1 0 32
8.653845787 2008 1 1 30
14.4230766296 2008 0 1 27
12.0192308426 2008 0 0 26
31.25 2008 1 0 30
2.0512821674 2008 0 1 30
16.714881897 2008 0 0 27
12.0201921463 2008 1 0 27
13.7019233704 2008 0 0 33
13.8778848648 2008 1 1 29
9.75 2008 0 0 32
9.2307691574 2008 0 0 27
4.2735042572 2008 0 0 29
34.7222213745 2008 1 1 29
21.6346149445 2008 1 0 26
11.8589744568 2008 0 0 29
11.5384616852 2008 0 1 32
19.2307701111 2008 0 0 28
40.8653831482 2008 1 0 29
15.4518947601 2008 1 1 28
24.0384616852 2008 0 1 34
21.875 2008 1 1 28
30.0480766296 2008 1 1 31
11.0576925278 2008 0 1 32
16.8278846741 2008 0 1 33
19.7115383148 2008 0 1 32
10 2008 1 1 29
19.2307701111 2008 1 1 30
7.5 2008 0 1 34
24.0384616852 2008 1 1 28
9.1346149445 2008 0 0 34
8.1730766296 2008 0 1 32
16.8269233704 2008 0 0 34
12.0192308426 2008 0 1 31
12.0192308426 2008 0 0 31
9.6153850555 2008 0 0 31
11.0576925278 2008 0 0 33
16.8269233704 2008 1 1 25
14.4230766296 2008 0 1 33
9.6153850555 2008 0 0 34
15.2243585587 2008 1 0 29
9.6153850555 2008 1 1 25
21.6346149445 2008 1 1 31
48.0769233704 2008 1 1 32
19.2307701111 2008 0 0 34
9.6153850555 2008 0 1 30
14.9572649002 2008 1 1 32
5.7692308426 2008 0 1 25
9.6153850555 2008 1 0 28
7.6923074722 2008 0 0 28
24.0384616852 2008 1 1 30
11.0576925278 2008 0 1 30
12.0192308426 2008 0 0 34
8.653845787 2008 1 0 33
14.903845787 2008 0 0 32
26.4423084259 2008 0 1 32
19.2307701111 2008 1 0 26
10 2008 0 0 27
12.0192308426 2008 1 1 34
28.8461532593 2008 1 0 34
41.3461532593 2008 1 1 34
5.7692308426 2008 0 1 31
9.6153850555 2008 1 1 33
28.8461532593 2008 1 1 31
32.0512809753 2008 1 0 29
18.2692298889 2008 1 0 33
18.4911251068 2008 1 0 33
7.2115383148 2008 0 1 34
9.8619327545 2008 0 1 29
12.0192308426 2008 1 0 25
9.4017095566 2008 1 1 30
38.4615402222 2008 1 0 34
45.1923065186 2008 0 0 34
19.2307701111 2008 1 1 31
15 2008 0 1 26
24 2008 1 0 31
13.75 2008 1 1 29
26.9230766296 2008 0 0 30
14.4230766296 2008 1 1 29
9.2307691574 2008 0 1 31
9.5182590485 2008 0 0 31
10.5769233704 2008 0 0 33
20.1923084259 2008 0 1 30
30.7692298889 2008 0 0 25
12.0192308426 2008 0 0 27
16.25 2008 1 0 32
36.0576934814 2008 1 0 30
52.0833320618 2008 0 0 33
27.4725265503 2008 1 1 26
27.8846149445 2008 1 0 26
28.8461532593 2008 1 0 32
33.6538467407 2008 1 1 25
29.5673084259 2008 1 0 26
12.5 2008 0 0 31
23.0769233704 2008 0 0 29
16.9711532593 2008 0 1 30
45.1923065186 2008 1 0 33
7.6923074722 2008 0 1 30
27.4725265503 2008 0 0 32
19.2307701111 2008 0 1 28
19.2307701111 2008 0 0 31
22.1153850555 2008 1 0 32
14.4230766296 2008 1 1 31
16.8269233704 2008 1 1 30
14.9572649002 2008 1 0 27
14.4230766296 2008 0 0 34
14.4230766296 2008 0 0 28
20.3846149445 2008 0 0 33
15.4807691574 2008 0 1 28
9.6153850555 2008 0 1 27
20.8717956543 2008 0 0 34
21.6346149445 2008 1 0 32
11.5384616852 2008 1 1 31
6.372115612 2008 0 1 28
9.6153850555 2008 0 0 34
8.653845787 2008 0 0 34
32.2115402222 2008 0 1 26
22.5 2008 1 1 29
15.8653850555 2008 1 0 31
8.98990345 2008 0 0 32
14.4230766296 2008 1 0 27
17.5480766296 2008 1 1 34
7.6923074722 2008 1 0 25
14.4230766296 2008 0 1 28
9.6153850555 2008 1 1 26
11.778845787 2008 1 1 31
12.8205127716 2008 0 0 33
13.4615383148 2008 1 1 31
7.2115383148 2008 0 0 28
34.6153831482 2008 1 1 31
6.4743590355 2008 0 0 25
15.3846149445 2008 0 0 31
34.6153831482 2008 1 0 28
21.6346149445 2008 0 0 28
28.8461532593 2008 1 0 25
19.2307701111 2008 1 1 29
16.6666660309 2008 0 0 30
15.3846149445 2008 1 1 34
18.0288467407 2008 1 0 34
27.4509811401 2008 1 0 28
12.0192308426 2008 1 1 27
37.3931617737 2008 1 1 33
6.25 2008 0 1 34
15.8653850555 2008 0 1 34
19.2307701111 2008 0 1 26
21.9780216217 2008 0 0 26
31.25 2008 1 1 31
12.8205127716 2008 0 1 31
16.4835166931 2008 0 1 28
16.8269233704 2008 1 1 26
18.4537677765 2008 1 0 28
25.9403839111 2008 1 0 25
9.6153850555 2008 0 1 30
11.5384616852 2008 0 1 32
22.1153850555 2008 1 1 30
19.2307701111 2008 1 0 34
17.3076915741 2008 0 1 32
8.653845787 2008 0 0 33
11.0576925278 2008 0 1 34
9.5754165649 2008 1 0 28
14.1264419556 2008 1 1 25
9.6153850555 2008 0 1 34
21 2008 1 1 26
7.5 2008 0 1 25
19.2307701111 2008 1 0 25
3.3653845787 2008 0 1 34
14.4230766296 2008 0 0 34
17.9326915741 2008 1 1 30
11 2008 0 1 34
9.2307691574 2008 0 1 34
29.8076915741 2008 1 0 33
24.4755249023 2008 1 1 32
9.6153850555 2008 1 1 26
7.2115383148 2008 0 0 27
21.6346149445 2008 1 1 27
16.714881897 2008 0 0 28
13.6363639832 2008 0 0 27
14.4230766296 2008 0 1 30
6.0728745461 2008 0 1 30
8 2008 0 0 29
11.681268692 2008 0 0 25
35.3846168518 2008 1 1 30
18.5096149445 2008 1 1 32
31.25 2008 1 1 28
24.0384616852 2008 1 0 28
43.2692298889 2008 1 0 31
13.1868133545 2008 0 1 31
28.8461532593 2008 1 0 25
37.9124984741 2008 0 0 33
9.6153850555 2008 1 1 30
9 2008 0 0 26
11.5384616852 2008 0 0 32
27.8846149445 2008 1 1 30
19.1143722534 2008 1 1 26
24.0384616852 2008 1 1 28
20 2008 1 0 32
16.6666660309 2008 1 1 30
39.4230766296 2008 0 0 33
10.096154213 2008 0 1 25
34.1880340576 2008 1 0 29
8.653845787 2008 0 1 29
20.1923084259 2008 1 1 26
14.4230766296 2008 0 0 30
24.0384616852 2008 0 0 29
12.0192308426 2008 0 1 30
12.5 2008 1 1 26
19.2708339691 2008 0 0 31
12.0192308426 2008 0 0 28
29.3803424835 2008 1 1 32
12.5 2008 0 0 33
8.861538887 2008 1 0 25
15.625 2008 1 0 34
16.8269233704 2008 1 0 26
13.4615383148 2008 0 0 34
14.529914856 2008 0 1 33
36.6300354004 2008 0 0 34
18.1818180084 2008 0 0 33
7.2115383148 2008 0 1 27
19.2307701111 2008 0 0 26
6.8571429253 2008 0 0 26
25.5102043152 2008 0 0 29
18.2692298889 2008 0 0 30
29.8076915741 2008 1 0 31
11.5384616852 2008 0 0 32
16.8269233704 2008 1 0 28
23.0769233704 2008 0 0 25
26.2237758636 2008 0 0 32
17.0940170288 2008 0 0 26
22.4780693054 2008 1 1 34
11.5384616852 2008 0 0 32
28.8461532593 2008 1 0 34
9.6153850555 2008 0 0 32
16.6666660309 2008 0 0 26
8.653845787 2008 0 1 30
18.4911251068 2008 0 0 30
38.4615402222 2008 0 0 33
16.3461532593 2008 1 1 25
23.5576915741 2008 1 1 32
13.3136091232 2008 0 0 27
12.5 2008 0 1 33
14.4230766296 2008 0 1 31
8 2008 0 0 25
19.2307701111 2008 1 0 27
9.6153850555 2008 0 0 34
22.5040912628 2008 1 0 31
13.6752138138 2008 0 0 27
17.3076915741 2008 0 0 26
7.03125 2008 0 1 30
26.4423084259 2008 0 0 29
15.7024040222 2008 0 1 28
19.2307701111 2008 0 0 28
14.7959184647 2008 0 0 32
30.7692298889 2008 1 0 28
10.5769233704 2008 0 1 25
18.5096149445 2008 1 1 34
4.8076925278 2008 0 1 33
17.889087677 2008 0 0 25
12.0192308426 2008 1 1 25
26.2237758636 2008 0 0 27
33.6538467407 2008 1 0 33
12.9807691574 2008 0 1 32
13.4863357544 2008 0 1 28
6.25 2008 1 1 26
4.8076925278 2008 0 1 29
14.4230766296 2008 1 0 32
5.7692308426 2008 0 1 29
12.0192308426 2008 0 0 27
19.2307701111 2008 0 0 30
19.2307701111 2008 1 1 25
21.1538467407 2008 1 0 33
21.367521286 2008 1 0 32
55.2884597778 2008 1 1 33
6.3461537361 2008 1 1 29
39.2156867981 2008 1 0 33
16.3461532593 2008 1 0 34
20 2008 1 0 32
20.6730766296 2008 1 0 27
7.5 2008 0 0 29
16.0256404877 2008 0 0 30
14.4230766296 2008 0 1 29
26.7999992371 2008 1 1 32
10.096154213 2008 1 1 31
23.3333339691 2008 1 1 32
